Publisher Name,Series Name,Volume,Full Title,Title,Issue Number,Release Date,Box,Proposed Box,Event,In Collection,In Wish List,Pull,Marked Read,Copies Owned,My Rating,Media Format,Price Paid,Date Purchased,Condition,Notes,Tags,Storage Box,Owner,Purchase Store,Signature,Slabbing,Grading,Grading Company,Equivalant Comic Book Size Per Issue,Equivalant Comic Book Size,Story Arc,Image Link
Marvel Comics,Black Knight: Exodus (1996),1,Black Knight: Exodus #1,Black Knight: Exodus,1,12/1/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Black Panther (Vol. 2) (1988),2,Black Panther #1,Black Panther,1,3/3/1988,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Black Panther (Vol. 2) (1988),2,Black Panther #2,Black Panther,2,4/5/1988,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Black Panther (Vol. 2) (1988),2,Black Panther #3,Black Panther,3,5/5/1988,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Black Panther (Vol. 2) (1988),2,Black Panther #4,Black Panther,4,6/7/1988,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Blink (2000 - 2001),1,Blink #1,Blink,1,12/28/2000,,6,Age of Apocalypse,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Blink (2000 - 2001),1,Blink #2,Blink,2,2/14/2001,,6,Age of Apocalypse,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Blink (2000 - 2001),1,Blink #3,Blink,3,3/7/2001,,6,Age of Apocalypse,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Blink (2000 - 2001),1,Blink #4,Blink,4,4/11/2001,,6,Age of Apocalypse,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #1,Cable,1,3/2/1993,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #5,Cable,5,9/7/1993,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #6,Cable,6,10/5/1993,3,3,Fathers and Sons,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fathers and Sons,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #7,Cable,7,11/2/1993,3,3,Fathers and Sons,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fathers and Sons,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #8,Cable,8,12/7/1993,3,3,Fathers and Sons,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fathers and Sons,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #9,Cable,9,1/4/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #10,Cable,10,2/1/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #11,Cable,11,3/1/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #12,Cable,12,4/5/1994,3,3,Fear and Loathing,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fear and Loathing,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #13,Cable,13,5/3/1994,3,3,Fear and Loathing,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fear and Loathing,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #14,Cable,14,6/7/1994,3,3,Fear and Loathing,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Fear and Loathing,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #15,Cable,15,7/5/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #16,Cable,16,8/2/1994,1,1,Phalanx Covenant,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #17,Cable,17,9/6/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #18,Cable,18,10/4/1994,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #20,Cable,20,12/6/1994,4,4,Legion Quest,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #21,Cable,21,5/9/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #22,Cable,22,6/13/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #23,Cable,23,7/11/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #24,Cable,24,8/8/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #25,Cable,25,9/5/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #26,Cable,26,10/3/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #27,Cable,27,11/7/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #28,Cable,28,12/5/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #29,Cable,29,1/2/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #30,Cable,30,2/6/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #31,Cable,31,3/5/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #32,Cable,32,4/3/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #33,Cable,33,5/8/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #34,Cable,34,6/5/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #35,Cable,35,7/3/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #36,Cable,36,8/7/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #37,Cable,37,9/4/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #38,Cable,38,10/2/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #39,Cable,39,11/6/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cable (Vol. 1) (1993 - 2002),1,Cable #40,Cable,40,12/4/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #1,Cage,1,2/4/1992,5,5,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #2,Cage,2,3/3/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #3,Cage,3,4/7/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #4,Cage,4,5/5/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #5,Cage,5,6/2/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #6,Cage,6,7/7/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #7,Cage,7,8/7/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #8,Cage,8,9/1/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #9,Cage,9,10/6/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #10,Cage,10,11/3/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #11,Cage,11,12/1/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #12,Cage,12,1/5/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #13,Cage,13,2/2/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #14,Cage,14,3/2/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #15,Cage,15,4/6/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #16,Cage,16,5/4/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #17,Cage,17,6/1/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #18,Cage,18,7/6/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #19,Cage,19,8/3/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Cage (Vol. 1) (1992 - 1993),1,Cage #20,Cage,20,9/7/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #308,Captain America,308,8/8/1985,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #323,Captain America,323,7/8/1986,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #324,Captain America,324,8/12/1986,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #325,Captain America,325,9/9/1986,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #331,Captain America,331,3/10/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #333,Captain America,333,5/12/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #335,Captain America,335,7/14/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #336,Captain America,336,8/11/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #337,Captain America,337,9/8/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #338,Captain America,338,10/13/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #339,Captain America,339,11/10/1987,10,10,Fall of the Mutants,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #340,Captain America,340,12/8/1987,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #341,Captain America,341,1/12/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #343,Captain America,343,3/8/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #344,Captain America,344,4/12/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #345,Captain America,345,5/10/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #346,Captain America,346,6/14/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #347,Captain America,347,7/12/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #348,Captain America,348,8/9/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #349,Captain America,349,9/13/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #350,Captain America,350,10/11/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #351,Captain America,351,11/8/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #352,Captain America,352,12/13/1988,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #353,Captain America,353,1/10/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #354,Captain America,354,2/14/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #355,Captain America,355,3/7/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #356,Captain America,356,4/4/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #357,Captain America,357,5/2/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #358,Captain America,358,5/16/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #359,Captain America,359,6/6/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #360,Captain America,360,6/20/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #361,Captain America,361,7/4/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #362,Captain America,362,7/18/1989,13,13,Bloodstone Hunt,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Bloodstone Hunt,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #363,Captain America,363,8/1/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #364,Captain America,364,9/5/1989,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #365,Captain America,365,10/3/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #366,Captain America,366,11/7/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #367,Captain America,367,12/5/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #368,Captain America,368,1/2/1990,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #369,Captain America,369,2/6/1990,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #398,Captain America,398,1/7/1992,9,9,Operation Galactic Storm,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #399,Captain America,399,2/4/1992,9,9,Operation Galactic Storm,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #400,Captain America,400,3/13/1992,9,9,Operation Galactic Storm,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #401,Captain America,401,6/10/1992,9,9,Operation Galactic Storm,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #407,Captain America,407,7/21/1992,13,13,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 1) (1968 - 1996),1,Captain America #408,Captain America,408,8/4/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #1,Captain America,1,9/11/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #2,Captain America,2,10/23/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #3,Captain America,3,11/13/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #4,Captain America,4,12/26/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #5,Captain America,5,1/22/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #6,Captain America,6,3/5/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #7,Captain America,7,3/26/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #8,Captain America,8,4/23/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #9,Captain America,9,6/4/1997,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #10,Captain America,10,6/25/1997,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #11,Captain America,11,7/23/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #12,Captain America,12,9/10/1997,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain America (Vol. 2) (1996 - 1997),2,Captain America #13,Captain America,13,10/1/1997,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Captain Marvel (1989),1,Captain Marvel #1,Captain Marvel,1,7/11/1989,5,5,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Chuck Norris Karate Kommandos (1987),1,Chuck Norris Karate Kommandos #4,Chuck Norris Karate Kommandos,4,3/31/1987,5,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,ClanDestine (Vol. 2) (2008),2,ClanDestine #3,ClanDestine,3,4/2/2008,5,5,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #3,Classic X-Men,3,8/12/1986,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #7,Classic X-Men,7,12/16/1986,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #11,Classic X-Men,11,4/14/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #12,Classic X-Men,12,5/19/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #13,Classic X-Men,13,6/16/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #14,Classic X-Men,14,7/14/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #15,Classic X-Men,15,8/11/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #16,Classic X-Men,16,9/15/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #17,Classic X-Men,17,9/22/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #18,Classic X-Men,18,10/27/1987,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #19,Classic X-Men,19,11/24/1987,10,10,,1,0,0,0,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #20,Classic X-Men,20,12/29/1987,10,10,,1,0,0,0,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #21,Classic X-Men,21,1/26/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #22,Classic X-Men,22,2/25/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #23,Classic X-Men,23,3/22/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #24,Classic X-Men,24,4/26/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #25,Classic X-Men,25,5/26/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #26,Classic X-Men,26,6/30/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #27,Classic X-Men,27,7/28/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #28,Classic X-Men,28,8/18/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #29,Classic X-Men,29,9/20/1988,,10,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #30,Classic X-Men,30,10/27/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #31,Classic X-Men,31,11/29/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #32,Classic X-Men,32,12/27/1988,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Classic X-Men (1986 - 1990),1,Classic X-Men #33,Classic X-Men,33,1/31/1989,10,10,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
